v,re,s,ra,c_d
1.0,0.4,1.6,0.2,0.02491648985642484
1.0,0.4,1.6,0.4,0.06668582067124723
1.0,0.4,1.6,0.6,0.10042670866037474
1.0,0.4,1.6,0.8,0.1653891193320732
1.0,0.4,1.6,1.0,0.22829424737467144
1.0,0.4,1.6,1.2,0.29089503404633027
1.0,0.4,1.6,1.4,0.35293874153215055
1.0,0.4,1.6,1.6,0.4127180234727507
1.0,0.4,1.6,1.8,0.47035665908751373
1.0,0.4,1.6,2.0,0.5257998317531377
1.0,0.4,1.8,0.2,0.027099706920404965
1.0,0.4,1.8,0.4,0.06849392078175325
1.0,0.4,1.8,0.6,0.11341376346001773
1.0,0.4,1.8,0.8,0.18296776644057905
1.0,0.4,1.8,1.0,0.25069400549460585
1.0,0.4,1.8,1.2,0.3181072837047841
1.0,0.4,1.8,1.4,0.3843882369453438
1.0,0.4,1.8,1.6,0.44820455062729936
1.0,0.4,1.8,1.8,0.509502455171826
1.0,0.4,1.8,2.0,0.5684132867780761
1.0,0.4,2.0,0.2,0.02945564681606792
1.0,0.4,2.0,0.4,0.0694706894392097
1.0,0.4,2.0,0.6,0.1252307299806101
1.0,0.4,2.0,0.8,0.19897644053068592
1.0,0.4,2.0,1.0,0.27104327075852086
1.0,0.4,2.0,1.2,0.34268588390051213
1.0,0.4,2.0,1.4,0.41267142227494025
1.0,0.4,2.0,1.6,0.4802203189421422
1.0,0.4,2.0,1.8,0.5449589686314178
1.0,0.4,2.0,2.0,0.6072959182407471
1.0,0.4,2.2,0.2,0.033366859156645175
1.0,0.4,2.2,0.4,0.07078923895995604
1.0,0.4,2.2,0.6,0.136844814441644
1.0,0.4,2.2,0.8,0.21359159372150957
1.0,0.4,2.2,1.0,0.2896851191946687
1.0,0.4,2.2,1.2,0.3649595084451066
1.0,0.4,2.2,1.4,0.43853939409519027
1.0,0.4,2.2,1.6,0.5089150586765536
1.0,0.4,2.2,1.8,0.5771725684752872
1.0,0.4,2.2,2.0,0.6432922823067487
1.0,0.4,2.4,0.2,0.03639649081201312
1.0,0.4,2.4,0.4,0.0725063060385206
1.0,0.4,2.4,0.6,0.1470571584169636
1.0,0.4,2.4,0.8,0.22707588011143165
1.0,0.4,2.4,1.0,0.3065627969199696
1.0,0.4,2.4,1.2,0.3858417326903509
1.0,0.4,2.4,1.4,0.4626245771617146
1.0,0.4,2.4,1.6,0.5356921823882657
1.0,0.4,2.4,1.8,0.6068039239123356
1.0,0.4,2.4,2.0,0.676012218845518
1.0,0.4,2.6,0.2,0.038097135547736055
1.0,0.4,2.6,0.4,0.07573759934080034
1.0,0.4,2.6,0.6,0.15644585299357608
1.0,0.4,2.6,0.8,0.2396398833837172
1.0,0.4,2.6,1.0,0.32291044839321154
1.0,0.4,2.6,1.2,0.4048986497564122
1.0,0.4,2.6,1.4,0.4846627583651421
1.0,0.4,2.6,1.6,0.5604517887445227
1.0,0.4,2.6,1.8,0.6348167096784699
1.0,0.4,2.6,2.0,0.7063699847122072
1.0,0.4,2.8,0.2,0.03955117399601684
1.0,0.4,2.8,0.4,0.07946692401417624
1.0,0.4,2.8,0.6,0.16517435811441003
1.0,0.4,2.8,0.8,0.2514337030819791
1.0,0.4,2.8,1.0,0.33773257514559596
1.0,0.4,2.8,1.2,0.42287480444625286
1.0,0.4,2.8,1.4,0.5051250777284843
